,ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,numberOfNonTrivialBugsFoundUntil:,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,numberOfCriticalBugsFoundUntil:,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil:,ck_oo_numberOfPrivateAttributes,numberOfMajorBugsFoundUntil:,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil:,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods,class
635,7.0,0.002264,0.0,1.0,0.0,0.0,0.058272,0.0,0.0,0.0,5.02919,0.0,1.01,1.01,0.0,0.0,0.0,23.0,0.00236,0.0,0.157739,0.0,0.0,0.0,6.0,120.0,0.0,18.0,4.0,1.0,0.0,0.0,153.0,0.0,61.0,0.0,0.0,0.007219,1.04,1.17,7.0,1.1,3.0,0.0,3.0,0.0,0.0,0.0,1.04,0.02102,1.07,3.0,0.002203,0.002598,0.002248,39.0,7.0,0.002537,2.06,0.052183,0.002453,b'clean'
636,0.0,0.001923,0.0,1.0,0.0,1.01,0.016234,0.001446,0.0,0.0,5.88694,0.0,0.0,2.02,0.0,2.0,1.0,12.0,0.0,0.0,0.16399,0.0,0.0,2.05,1.0,57.0,0.0,10.0,1.0,1.0,0.0,0.0,45.0,0.0,21.0,0.00207,0.000679,0.00198,0.0,2.17,2.0,2.06,6.0,0.0,0.0,1.0,2.02,0.0,0.0,0.017282,0.0,2.0,0.0,0.0,0.001995,0.0,9.0,0.0,2.21,0.033463,0.002051,b'clean'
637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,b'clean'
638,0.0,0.0,0.0,0.0,0.0,0.0,0.000848,0.0,0.0,0.0,1.76682,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.061715,0.0,0.0,0.0,1.0,32.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.010097,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.033928,0.0,b'clean'
639,21.0,0.006302,0.0,15.0,0.0,1.01,0.491876,0.0,0.0,0.00085,31.2057,0.0,6.11,6.11,0.0,0.0,0.0,148.0,0.005772,1.01,0.842852,0.0,0.001986,13.36,40.0,564.0,2.0,34.0,5.0,2.0,0.0,0.0,561.0,1.01,289.0,0.013706,0.000736,0.032533,10.21,9.23,41.0,19.58,9.0,0.0,9.0,2.0,0.0,0.0,10.21,0.084841,5.37,22.0,0.012987,0.01045,0.020776,73.0,5.0,0.014003,22.23,0.153551,0.006778,b'clean'
640,0.0,0.0,0.005917,1.0,0.0,0.0,0.004761,0.0,1.01,0.0,2.98374,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.110513,0.0,0.0,1.01,1.0,14.0,1.0,3.0,2.0,2.0,0.0,0.0,3.0,0.0,6.0,0.004689,0.0,0.009719,1.01,0.0,3.0,1.03,1.0,0.0,1.0,0.0,0.0,0.0,1.02,0.02022,0.0,2.0,0.005632,0.0,0.005081,11.0,3.0,0.00627,2.07,0.073642,0.0,b'clean'
641,0.0,0.0,0.0,0.0,0.0,0.0,0.003188,0.0,0.0,0.0,6.42599,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.168539,0.0,0.0,0.0,2.0,8.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.015846,1.01,0.0,0.0,0.001646,0.0,7.0,2.0,0.0,0.0,0.031381,0.0,b'clean'
642,4.0,0.004252,0.011308,10.0,0.0,1.01,0.075287,0.00417,11.17,0.000264,18.222,0.0,0.0,5.05,0.0,0.0,0.0,63.0,0.0,1.01,0.472256,0.0,0.0,6.08,15.0,278.0,0.0,16.0,1.0,29.0,0.0,0.0,120.0,0.0,118.0,0.005719,0.000244,0.013774,2.02,5.65,44.0,10.22,7.0,0.0,7.0,0.0,5.05,0.0,12.19,0.041053,1.01,11.0,0.003119,0.001646,0.010405,6.0,12.0,0.013669,10.52,0.053648,0.004895,b'clean'
643,2.0,0.001292,0.0,1.0,0.0,1.01,0.055086,0.001423,0.0,0.000624,5.95086,0.0,0.0,1.02,0.0,0.0,0.0,30.0,0.0,1.01,4.05042,0.0,0.0,2.07,16.0,146.0,13.0,15.0,5.0,1.0,0.0,0.0,105.0,0.0,82.0,0.003834,0.00093,0.007015,1.01,1.27,17.0,2.16,2.0,0.0,2.0,0.0,1.01,0.0,1.01,0.061121,2.04,5.0,0.001516,0.005123,0.003896,80.0,10.0,0.00164,3.18,0.091954,0.001459,b'clean'
644,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,b'clean'
645,0.0,0.0,0.009559,2.0,0.0,0.0,0.002466,0.0,10.35,0.0,5.98276,0.0,0.0,0.0,0.0,5.0,0.0,17.0,0.0,0.0,0.159804,2.02,0.0,0.0,3.0,50.0,0.0,11.0,2.0,14.0,0.000725,0.0,55.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,10.35,0.015881,1.01,2.0,0.0,0.001646,0.0,12.0,11.0,0.01045,0.0,0.034432,0.0,b'clean'
646,0.0,0.0,0.0,5.0,0.0,0.0,0.022324,0.0,0.0,0.0,14.6314,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.388401,0.0,0.0,6.18,1.0,52.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.007227,0.0,0.008752,1.01,0.0,1.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.036613,1.01,5.0,0.002051,0.001646,0.003087,6.0,1.0,0.002346,5.38,0.061266,0.0,b'clean'
647,2.0,0.01654,0.0,8.0,0.0,9.17,0.188985,0.015671,0.0,0.010194,23.6105,0.0,1.01,11.38,0.0,0.0,0.0,111.0,0.000784,9.17,0.619785,0.0,0.009044,14.02,11.0,350.0,7.0,42.0,3.0,1.0,0.0,0.0,861.0,5.11,195.0,0.020224,0.010103,0.027191,9.11,23.2,12.0,14.77,16.0,0.0,16.0,0.0,11.37,0.0,9.11,0.05927,14.43,10.0,0.016539,0.017289,0.021405,67.0,40.0,0.017506,18.35,0.114436,0.018057,b'buggy'
648,0.0,0.0,0.011941,1.0,0.0,0.0,0.005187,0.0,2.03,0.0,1.42715,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.060711,0.0,0.0,0.0,0.0,165.0,0.0,17.0,1.0,6.0,0.0,0.0,136.0,0.0,59.0,0.0,0.0,0.006476,1.01,0.0,6.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.013616,0.0,2.0,0.006834,0.0,0.006335,6.0,17.0,0.00683,1.02,0.055234,0.0,b'buggy'
649,0.0,0.0,0.0,2.0,0.0,0.0,0.00243,0.0,0.0,0.0,3.70646,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.118772,0.0,0.0,1.02,5.0,45.0,0.0,6.0,1.0,1.0,0.0,0.0,15.0,0.0,17.0,0.002378,0.0,0.007416,1.01,0.0,6.0,1.01,1.0,0.0,1.0,0.0,0.0,0.0,1.01,0.016576,0.0,2.0,0.002417,0.0,0.002356,0.0,2.0,0.00248,2.14,0.044683,0.0,b'clean'
650,0.0,0.0,0.0,0.0,0.0,0.0,0.000673,0.0,0.0,0.0,1.76682,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.061715,0.0,0.0,0.0,3.0,42.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.004997,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.010097,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.01,0.033928,0.0,b'clean'
651,20.0,0.009562,0.0,4.0,0.0,3.03,0.23486,0.003192,0.0,0.005603,17.1691,0.0,6.13,6.21,0.0,0.0,0.0,177.0,0.010041,3.03,0.48637,0.0,0.001986,8.92,31.0,788.0,2.0,38.0,5.0,1.0,0.0,0.0,703.0,1.01,325.0,0.013202,0.005569,0.022045,5.08,12.47,32.0,9.56,17.0,0.0,17.0,0.0,2.05,0.0,5.08,0.051395,4.35,16.0,0.007723,0.009652,0.01209,75.0,11.0,0.008187,15.73,0.07927,0.010713,b'clean'
652,0.0,0.001949,0.0,3.0,0.0,1.01,0.030958,0.002033,0.0,0.002713,12.0774,0.0,0.0,1.01,0.0,3.0,0.0,7.0,0.0,1.01,0.329447,0.0,0.0,1.01,3.0,22.0,4.0,5.0,3.0,3.0,0.0,0.0,10.0,0.0,12.0,0.001991,0.001748,0.001925,0.0,1.04,6.0,1.02,2.0,0.0,1.0,0.0,1.01,0.0,0.0,0.032812,4.06,3.0,0.0,0.005595,0.001976,55.0,5.0,0.0,1.04,0.05503,0.00211,b'clean'
653,0.0,0.0,0.0,2.0,0.0,0.0,0.003447,0.0,0.0,0.0,7.22187,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.187374,0.0,0.0,0.0,3.0,32.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.017266,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.034449,0.0,b'clean'
654,0.0,0.0,0.0,1.0,0.0,1.01,0.001833,0.0,0.0,0.001053,2.80367,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.01,0.08713,0.0,0.0,0.0,2.0,20.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,0.001096,0.001142,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.011851,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.01,0.03424,0.0,b'clean'
655,0.0,0.003828,0.008933,10.0,0.0,2.04,0.127542,0.00402,11.35,0.001962,17.039,0.0,3.07,4.14,0.0,0.0,1.0,14.0,0.002408,2.04,0.436048,0.0,0.0,6.6,8.0,53.0,0.0,5.0,2.0,2.0,0.0,1.01,10.0,0.0,31.0,0.005556,0.001949,0.005628,5.18,5.6,10.0,6.42,1.0,3.0,1.0,1.0,4.12,0.000983,14.49,0.036688,2.06,10.0,0.0055,0.003407,0.005153,11.0,2.0,0.012813,8.11,0.045397,0.004242,b'buggy'
656,9.0,0.0,0.0,0.0,0.0,0.0,0.007039,0.0,0.0,0.0,6.41569,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.169334,0.0,0.0,0.0,10.0,92.0,0.0,13.0,2.0,1.0,0.0,0.0,78.0,0.0,49.0,0.0,0.0,0.004997,0.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.016324,2.02,0.0,0.0,0.003069,0.0,29.0,3.0,0.0,1.05,0.034357,0.0,b'clean'
657,0.0,0.0,0.008003,1.0,0.0,0.0,0.014835,0.0,6.08,0.0,8.1934,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.209779,0.0,0.0,1.02,0.0,23.0,0.0,2.0,1.0,7.0,0.0,0.0,1.0,0.0,6.0,0.000703,0.0,0.000578,0.0,0.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,6.08,0.018641,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.008998,1.02,0.03526,0.0,b'clean'
658,0.0,0.000808,0.001037,2.0,0.0,0.0,0.019593,0.000807,1.05,0.0,6.19566,0.0,0.0,1.01,0.0,0.0,0.0,26.0,0.0,0.0,0.165168,0.0,0.0,2.04,11.0,98.0,0.0,9.0,2.0,6.0,0.0,0.0,36.0,0.0,60.0,0.001677,0.0,0.006083,0.0,1.08,16.0,2.03,2.0,0.0,2.0,0.0,1.01,0.0,1.05,0.016003,1.01,2.0,0.0,0.001646,0.001492,11.0,9.0,0.001074,3.12,0.031474,0.000854,b'clean'
659,0.0,0.0,0.0,1.0,0.0,0.0,0.002038,0.0,0.0,0.0,3.19189,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.097192,0.0,0.0,0.0,1.0,42.0,0.0,5.0,2.0,0.0,0.0,0.0,10.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.012663,0.0,1.0,0.0,0.0,0.0,25.0,5.0,0.0,0.0,0.03454,0.0,b'clean'
660,0.0,0.0,0.0,2.0,0.0,0.0,0.002332,0.0,0.0,0.0,1.27443,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.030363,0.0,0.0,0.0,0.0,6.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001916,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.000182,0.0,b'clean'
661,3.0,0.0,0.0,0.0,0.0,0.0,0.020286,0.0,0.0,0.0,1.56044,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.052586,0.0,0.0,0.0,11.0,134.0,13.0,13.0,5.0,1.0,0.0,0.0,78.0,0.0,93.0,0.0,0.0,0.003115,0.0,0.0,12.0,0.0,16.0,0.0,8.0,0.0,0.0,0.0,0.0,0.008031,2.04,2.0,0.0,0.005123,0.0,80.0,7.0,0.0,1.39,0.024708,0.0,b'clean'
662,1.0,0.000624,0.0,1.0,0.0,1.03,0.005385,0.0,0.0,0.0,7.7645,0.0,1.01,1.01,0.0,0.0,0.0,4.0,0.00064,0.0,0.199447,0.0,0.0,1.03,4.0,29.0,0.0,4.0,1.0,1.0,0.0,0.0,6.0,0.0,19.0,0.000724,0.000904,0.006232,1.02,1.04,5.0,2.09,1.0,0.0,1.0,0.0,0.0,0.0,1.02,0.017872,0.0,1.0,0.000638,0.0,0.001395,0.0,3.0,0.000672,3.17,0.034457,0.000664,b'clean'
663,1.0,0.001693,0.0,3.0,0.0,1.03,0.026911,0.0,0.0,0.000549,17.1566,0.0,1.01,2.02,0.0,0.0,0.0,7.0,0.000511,1.03,0.434798,0.0,0.0,2.02,10.0,34.0,0.0,4.0,2.0,1.0,0.0,0.0,6.0,0.0,33.0,0.002139,0.000547,0.005393,4.05,2.05,10.0,4.16,1.0,0.0,0.0,0.0,0.0,0.0,3.04,0.035963,8.18,4.0,0.004351,0.012269,0.003867,28.0,1.0,0.002949,5.15,0.047279,0.002001,b'clean'
664,6.0,0.000725,0.0,4.0,0.0,2.06,0.045229,0.0007,0.0,0.001588,8.67717,0.0,1.01,1.01,0.0,0.0,0.0,57.0,0.000784,2.06,0.231637,0.0,0.001986,1.09,22.0,265.0,2.0,23.0,5.0,1.0,0.0,0.0,253.0,1.01,154.0,0.000785,0.001659,0.008038,2.04,1.22,23.0,3.12,4.0,1.0,4.0,1.0,1.01,0.0,2.04,0.022577,6.38,4.0,0.002601,0.011108,0.003263,72.0,10.0,0.002505,4.4,0.042604,0.000779,b'clean'
665,0.0,0.0,0.0,0.0,0.0,0.0,0.000175,0.0,0.0,0.0,1.76682,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.061715,0.0,0.0,0.0,2.0,16.0,5.0,4.0,3.0,1.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010097,0.0,2.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,0.033928,0.0,b'clean'
666,0.0,0.0,0.0,0.0,0.0,0.0,0.000665,0.0,0.0,0.0,1.56044,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.052586,0.0,0.0,0.0,2.0,7.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008031,0.0,2.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.024708,0.0,b'clean'
667,3.0,0.004674,0.0,11.0,0.0,2.04,0.162209,0.0,0.0,0.002369,21.0216,0.0,2.02,3.04,0.0,0.0,1.0,30.0,0.00399,2.03,0.604907,0.0,0.0,7.17,17.0,123.0,1.0,7.0,2.0,0.0,0.0,0.0,21.0,0.0,102.0,0.017481,0.001908,0.024744,6.1,3.23,17.0,10.45,2.0,0.0,1.0,4.0,0.0,0.0,6.1,0.072207,1.06,11.0,0.010077,0.000698,0.022665,19.0,1.0,0.010528,10.94,0.1722,0.005513,b'buggy'
668,0.0,0.001366,0.00113,1.0,0.0,0.0,0.007966,0.00129,1.01,0.0,4.31805,0.0,0.0,1.01,0.0,0.0,0.0,4.0,0.0,0.0,0.191213,0.0,0.0,0.0,4.0,13.0,0.0,4.0,2.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,1.04,4.0,1.01,0.0,0.0,0.0,0.0,1.01,0.0,1.01,0.046542,0.0,1.0,0.0,0.0,0.001709,13.0,1.0,0.001643,0.0,0.124527,0.001591,b'buggy'
669,0.0,0.0,0.0,0.0,0.0,0.0,0.002773,0.0,0.0,0.0,5.61911,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.131568,0.0,0.001644,0.0,0.0,6.0,3.0,2.0,3.0,0.0,0.0,1.01,1.0,2.08,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000742,0.0,0.007916,5.13,0.0,0.0,0.007324,0.0,33.0,1.0,0.0,0.0,0.000771,0.0,b'clean'
670,3.0,0.002264,0.0,1.0,0.0,0.0,0.034433,0.0,0.0,0.0,5.02919,0.0,0.0,1.02,0.0,0.0,0.0,18.0,0.0,0.0,0.157739,0.0,0.0,1.02,3.0,71.0,0.0,14.0,4.0,1.0,0.0,0.0,91.0,0.0,32.0,0.002161,0.0,0.007219,0.0,1.25,4.0,1.02,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.02102,1.07,2.0,0.0,0.002598,0.002248,39.0,7.0,0.0,2.07,0.052183,0.002453,b'clean'
671,0.0,0.000725,0.0,0.0,0.0,1.01,0.008811,0.0007,0.0,0.000752,6.79305,0.0,0.0,1.01,0.0,0.0,0.0,9.0,0.0,1.01,0.185277,0.0,0.001644,1.02,4.0,34.0,3.0,8.0,3.0,0.0,0.0,1.01,28.0,2.08,18.0,0.000785,0.000755,0.00147,1.01,1.07,4.0,1.02,3.0,0.0,3.0,0.0,1.01,0.000742,1.01,0.019172,5.13,0.0,0.000787,0.007324,0.000749,33.0,6.0,0.000861,2.08,0.040487,0.000779,b'clean'
672,0.0,0.0,0.0,0.0,0.0,0.0,0.00346,0.0,0.0,0.0,7.95718,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.203899,0.0,0.0,0.0,0.0,7.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.017862,1.01,0.0,0.0,0.001646,0.0,19.0,2.0,0.0,0.0,0.031467,0.0,b'clean'
673,1.0,0.0,0.0,0.0,0.0,0.0,0.002705,0.0,0.0,0.0,7.05038,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.184482,0.0,0.0,0.0,6.0,36.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,19.0,0.0,0.0,0.004997,0.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.017286,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.04,0.034452,0.0,b'clean'
674,0.0,0.0,0.0,0.0,0.0,0.0,0.000857,0.0,0.0,0.0,1.77712,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.06092,0.0,0.0,0.0,0.0,18.0,0.0,5.0,1.0,2.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.009619,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.030953,0.0,b'clean'
675,1.0,0.0,0.0,1.0,0.0,0.0,0.006809,0.0,0.0,0.0,4.83647,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.147342,0.0,0.0,0.0,4.0,65.0,0.0,7.0,1.0,1.0,0.0,0.0,21.0,0.0,39.0,0.0,0.0,0.004532,0.0,0.0,4.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.018499,0.0,1.0,0.0,0.0,0.0,8.0,6.0,0.0,1.03,0.041769,0.0,b'clean'
676,0.0,0.001949,0.003866,9.0,0.0,0.0,0.052834,0.002033,3.04,0.0,17.3119,0.0,0.0,1.02,0.0,0.0,0.0,51.0,0.0,0.0,0.442344,0.0,0.0,3.12,15.0,187.0,23.0,16.0,4.0,4.0,0.0,0.0,120.0,0.0,93.0,0.004627,0.0,0.010032,2.06,1.29,19.0,4.24,5.0,0.0,5.0,1.0,1.02,0.0,4.1,0.037205,4.08,9.0,0.003131,0.005595,0.00581,88.0,15.0,0.005294,5.79,0.047384,0.00211,b'clean'
677,0.0,0.0,0.0,0.0,0.0,0.0,0.01252,0.0,0.0,0.0,5.82803,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.203738,0.0,0.0,0.0,2.0,37.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.004532,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033997,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,1.04,0.111609,0.0,b'clean'
678,11.0,0.00116,0.0,0.0,0.0,1.01,0.021645,0.001113,0.0,0.000549,6.94415,0.0,2.02,2.03,0.0,0.0,0.0,122.0,0.001212,1.01,0.176464,0.0,0.0,2.05,24.0,390.0,0.0,29.0,2.0,2.0,0.0,1.01,406.0,0.0,177.0,0.00134,0.000547,0.005698,1.01,2.82,25.0,2.07,7.0,0.0,7.0,0.0,2.02,0.000259,1.01,0.01553,2.08,0.0,0.000989,0.002314,0.001197,15.0,15.0,0.001022,3.4,0.031057,0.001271,b'clean'
679,0.0,0.0,0.0,1.0,0.0,0.0,0.022347,0.0,0.0,0.0,3.71677,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.117977,0.0,0.005456,0.0,2.0,22.0,28.0,7.0,6.0,2.0,0.0,0.0,21.0,2.17,12.0,0.0,0.0,0.004532,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.016098,4.49,2.0,0.0,0.011164,0.0,262.0,7.0,0.0,1.05,0.041707,0.0,b'clean'
680,2.0,0.003901,0.008872,6.0,0.0,0.0,0.153476,0.003872,8.09,0.0,14.0182,0.0,2.02,3.08,0.0,0.0,0.0,50.0,0.003014,0.0,0.396183,0.0,0.0,5.29,12.0,237.0,4.0,17.0,4.0,10.0,0.0,0.0,136.0,0.0,117.0,0.010818,0.0,0.010038,10.12,4.0,22.0,6.61,4.0,0.0,4.0,0.0,3.05,0.0,14.21,0.043119,4.11,7.0,0.020055,0.006569,0.011777,51.0,13.0,0.025775,6.66,0.085141,0.00441,b'clean'
681,0.0,0.0,0.0,0.0,0.0,0.0,0.005368,0.0,0.0,0.0,6.01575,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.167057,0.0,0.0,0.0,2.0,39.0,0.0,5.0,2.0,1.0,0.0,0.0,10.0,0.0,18.0,0.0,0.0,0.004532,1.01,0.0,3.0,1.01,2.0,0.0,1.0,0.0,0.0,0.0,1.01,0.0178,3.05,0.0,0.000989,0.003028,0.000607,18.0,5.0,0.001022,1.01,0.037333,0.0,b'clean'
682,6.0,0.009647,0.0,16.0,0.0,8.14,0.208845,0.00074,0.0,0.011762,27.2665,0.0,6.13,8.14,0.0,0.0,0.0,38.0,0.007358,8.15,4.65711,0.0,0.0,13.55,5.0,202.0,0.0,11.0,1.0,4.0,0.0,0.0,55.0,0.0,68.0,0.015854,0.009787,0.028672,10.11,9.49,9.0,17.3,14.0,0.0,12.0,0.0,1.01,0.0,10.11,0.133149,0.0,19.0,0.012714,0.0,0.021059,0.0,3.0,0.013774,19.76,0.198858,0.010236,b'buggy'
683,1.0,0.0,0.0,0.0,0.0,0.0,0.019552,0.0,0.0,0.0,2.84822,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.093944,0.0,0.0,0.0,13.0,114.0,13.0,13.0,5.0,0.0,0.0,0.0,78.0,0.0,47.0,0.0,0.0,0.003115,0.0,0.0,13.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.013756,2.04,3.0,0.0,0.005123,0.0,80.0,9.0,0.0,1.29,0.039721,0.0,b'clean'
684,1.0,0.003099,0.0,3.0,0.0,1.01,0.009209,0.0,0.0,0.00149,12.0117,0.0,0.0,2.02,0.0,0.0,0.0,5.0,0.0,1.01,0.326155,0.0,0.0,2.02,7.0,28.0,0.0,5.0,2.0,1.0,0.0,2.02,10.0,0.0,18.0,0.003599,0.001492,0.006558,2.03,2.07,8.0,4.07,2.0,0.0,1.0,0.0,0.0,0.003282,2.03,0.031975,8.17,5.0,0.002995,0.013984,0.005905,28.0,1.0,0.002641,5.17,0.051569,0.003411,b'clean'
